np_classifier_class,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Flavonols,418.09,387.0609256,1.080165866,10,6,170.05,4,4,10,10,0,23,0.173913043,4,0,0.348,3.708,0.25,83,2.121,0,0,1,0,-3.678941845,1.152694941,0.731482277,259.2386434,367.6662258,6.485758491,4.671895999,-6.349761125,-5.023267365,0.984566033,0.000202656,0.552103817,0.10177052,0.222259104,0.943083808,0.99749141,0.028682519,0.935840547,0.907009602,0.410553008,0.000750034,0.811937153,85.2108883,-0.006610111,14.31375974,0.00012023,0.008286871,8.62E-08,0.00011107,0.000152666,0.808617055,2.32E-05,0.765963733,0.70414871,0.000141674,0.063831709,1.36E-11,0.999594152,0.567084849,3.996354917,1.963351498,0.538447123,3.056011038,4.399456091,3.756130203,0.045501333,0.372142881,0.622477353,0.602788627,0.322210997,0.649806261,0.633452713,0.492398649,0.000182489,0.887436807,0.275263369,0.493299663,0.06905172,0.549664021,0.026495367,0.020890066,0.959245324,0.044583518,0.185186476,0.841251194,0.712609589,0.753012955,0.245601028,0.812524855,0.984093606,0.892297745,0.039027821,0.945615411,0.522327602,0.171760529,0.967412412,0.93668282
Flavones,254.06,256.3960967,0.99088872,4,2,70.67,1,3,10,4,0,18,0.055555556,0,0,0.7,2.096,0,16,1.226,0,1,0,0,-4.886182618,3.445610035,3.599985314,265.0379368,390.044575,8.901531328,3.382385271,-4.979504533,-4.768163546,0.204373822,0.25678581,0.366079062,0.002245605,0.155057371,0.839072838,0.940763317,0.643520355,0.931948185,0.904726446,0.857167959,0.277092963,0.807934821,97.75256447,-0.167847976,1.180605435,0.999990463,0.903609097,0.311746031,0.00034981,0.003549347,0.921499014,0.973213196,0.998160422,0.995233476,0.01061411,0.614462912,3.05E-05,0.984681726,0.635055423,4.666852607,0.96656145,1.268883389,4.063104054,4.87999842,4.475714411,0.105351932,0.547278643,0.872271121,0.628056169,0.539097786,0.842127681,0.597863376,0.78930074,0.373497456,0.996253729,0.780513167,0.467170775,0.071561791,0.062958807,0.076806076,0.034360193,0.965538621,0.045718424,0.27732864,0.693690836,0.984909117,0.67127645,0.328327,0.718293369,0.973146915,0.569128931,0.791026413,0.968460917,0.819570899,0.701913357,0.995642543,0.879273534
Flavones,448.1,413.1471377,1.084601487,11,7,190.28,4,4,10,11,0,24,0.166666667,5,0,0.279,3.939,0.286,87.63,2.01,1,0,1,0,-3.762981651,0.893912504,0.241344274,248.6687636,388.4405225,4.902909808,5.021520648,-6.34735556,-5.051456092,0.994803727,2.76E-06,0.926822484,0.796720147,0.891666733,0.999194831,0.999534161,0.003786108,0.853910744,0.866728008,0.007982121,0.001504396,0.835110724,84.80853146,-0.034076345,14.03881199,2.16E-06,0.000277538,4.46E-09,9.14E-05,1.15E-08,0.954739332,0.002146499,0.218439355,0.010827301,0.000413061,0.003947184,3.63E-13,0.785215676,0.002899986,2.746896342,2.529530234,0.360027075,2.681711759,4.373360641,3.464145543,0.035153028,0.36239621,0.747293591,0.660964012,0.36557582,0.660839677,0.295688003,0.449058086,4.14E-05,0.805733085,0.217522293,0.460357159,0.016412713,0.686231017,0.022782447,0.019344967,0.891583979,0.07839708,0.194692895,0.777150989,0.27839914,0.43702504,0.055795003,0.03524277,0.683474839,0.018800398,0.002139253,0.725163698,0.007135887,0.035542101,0.478027433,0.234320939
Flavones,374.1,360.7409454,1.037032266,8,2,107.59,5,3,10,8,0,18,0.277777778,0,1,0.702,2.553,0.211,20,1.338,0,0,0,0,-3.953076224,2.319612837,2.204100528,198.7667942,335.326102,7.127792707,4.333589848,-5.204243643,-4.772040054,0.067569703,0.488682032,0.185982496,0.004998505,0.138799846,0.147501111,0.965582602,0.958576918,0.998745799,0.96866256,0.962324739,0.07612478,0.990935028,97.03320106,-0.448124165,2.55616969,0.99954921,0.726254642,0.93553257,0.45555836,0.641875327,0.653786778,0.003490801,0.984846473,0.874779224,0.750319421,0.062492914,0.000108058,0.949800313,0.583827555,5.398964088,1.516856892,1.427143369,3.986075343,4.544381704,4.00444087,0.083864316,0.539495587,0.668258727,0.402296752,0.421504587,0.490195513,0.763816595,0.705530941,0.265912682,0.945539713,0.831117451,0.388336271,0.22783187,0.164462164,0.300337195,0.171797022,0.351392299,0.151637301,0.337551802,0.571902275,0.965757132,0.541131139,0.327192873,0.487258643,0.340765446,0.047990575,0.055582248,0.683118224,0.74593991,0.739409268,0.98756671,0.961570144
Flavonols,358.11,351.9507184,1.017500409,7,1,87.36,5,3,10,7,0,18,0.277777778,0,0,0.749,2.246,0.211,19,0.989,0,0,0,0,-4.414893228,2.69300353,2.612849645,188.7383157,319.5140995,7.444187605,4.336122878,-4.937332402,-4.660455687,0.012956488,0.995853543,0.117270745,0.341019809,0.008890271,0.088234603,0.914994128,0.642921865,0.997557759,0.996766448,0.999353349,0.002359391,0.49673003,95.85554667,-0.040216576,3.4896662,0.993123829,0.999176681,0.287012964,0.833737016,0.316819489,0.93884033,0.006771954,0.998841465,0.952844977,0.293391019,0.075373128,0.001268755,0.984027386,0.980055094,5.932911316,1.303766913,1.209310719,3.72527278,4.494462047,3.941432426,0.103026502,0.466249079,0.863416374,0.554714739,0.413927287,0.493149668,0.360330999,0.810127079,0.61195159,0.978211403,0.760726988,0.422755212,0.186371818,0.126705483,0.329844773,0.145309016,0.424729496,0.083422691,0.127083689,0.331589013,0.985896885,0.558769047,0.074331872,0.198199019,0.889805257,0.041601408,0.033785857,0.604898751,0.78579849,0.259134263,0.87544018,0.840371966
Flavonols,332.05,308.8529897,1.075106964,8,5,140.59,2,3,10,8,0,18,0.111111111,0,0,0.449,2.632,0.062,20,1.623,0,0,0,0,-3.934241118,1.579281358,1.544410089,323.0302484,389.9841573,7.261601045,2.47740526,-5.214207078,-4.794658855,0.768683672,0.037647374,0.024107469,0.091993392,0.75332801,0.962879002,0.999034825,0.221360072,0.958146393,0.95370847,0.707623184,0.003380411,0.953242362,95.69560429,-0.608596485,4.362751247,0.741341412,0.272042245,1.62E-05,0.000349742,0.003535199,0.007408731,5.73E-08,0.53817004,0.998307705,2.41E-07,0.002345567,9.14E-11,0.995788634,0.767430305,13.47760792,1.737822793,0.953381312,3.600305838,4.47036151,4.229137226,0.056631889,0.762965977,0.809604108,0.606984496,0.369313985,0.691476762,0.998054862,0.539492309,0.548437476,0.995310366,0.441988349,0.31270355,0.00222785,0.642481327,0.022288762,0.005273682,0.968223929,0.005080312,0.934642732,0.277864158,0.9886747,0.212415859,0.226588741,0.749563217,0.517245889,0.776371896,0.138826355,0.92579639,0.044960547,0.920326829,0.988147318,0.862711668
Flavones,330.07,317.358748,1.040053259,7,3,109.36,3,3,10,7,0,18,0.166666667,0,0,0.677,2.43,0.118,19,1.328,0,0,0,0,-4.070198142,2.332993665,2.48380499,250.6158962,372.3688813,7.893655339,4.36595641,-5.166393786,-4.835659419,0.0139395,0.388393849,0.305904806,0.033933342,0.102202356,0.642935067,0.990823291,0.99631691,0.998874962,0.998487115,0.831228316,0.005248771,0.897983313,97.72338468,-0.53167573,1.564413748,0.999999285,0.985651195,0.684985459,0.194314912,0.035481788,0.959343076,0.983647764,0.999938488,0.994019747,9.30E-05,0.018537357,4.60E-06,0.937498987,0.866685033,4.791202389,1.465053825,0.97292179,3.575795072,4.316164812,3.774825692,0.070961311,0.502677917,0.740545094,0.560590684,0.481797874,0.787196159,0.585289896,0.784715831,0.52019608,0.996415615,0.824475348,0.400191128,0.06597428,0.087062411,0.099425413,0.037916597,0.864199936,0.088760555,0.300841033,0.712028146,0.985827684,0.402525067,0.133729592,0.51253432,0.4996005,0.213536322,0.15242289,0.962050617,0.627185524,0.924551249,0.99380374,0.961455941
Isoquinoline alkaloids,327.15,333.2932571,0.981568013,5,2,62.16,2,4,18,5,0,21,0.095238095,1,1,0.888,2.994,0.368,74.462,1.261,0,0,0,0,-2.179377381,1.361190292,1.199691788,165.9771417,305.0682801,9.78532087,8.581575032,-4.947461372,-4.71573428,0.006466893,0.229480386,0.16518718,0.057700753,0.183988273,0.23967886,0.965822723,0.960995853,0.990681767,0.734888077,0.789560795,0.304158121,0.948503137,82.49789579,-0.326948026,15.79905699,0.999566138,0.999983191,0.739509106,0.999030113,0.001966731,0.999914408,0.999748647,0.999929309,0.024373455,0.949827433,0.964214265,0.890775919,0.95394665,0.973829031,4.338035042,2.493003327,1.214610206,3.815520062,5.019340863,4.428989208,0.310524791,0.629058659,0.042020205,0.664507031,0.554554164,0.735293031,0.867824972,0.764478683,0.001032217,0.348755747,0.970133901,0.461164594,0.316441596,0.647608638,0.12954703,0.109790072,0.331338286,0.077254489,0.323101401,0.551880121,0.72484988,0.262879997,0.028443905,0.029323773,0.027029427,0.012612229,0.002061833,0.317596316,0.011015892,0.695719898,0.688024461,0.633651614
Flavones,238.06,247.6058697,0.961447321,3,1,50.44,1,3,10,3,0,18,0.055555556,0,0,0.708,1.923,0,15,0.617,0,1,0,0,-4.709300106,3.313734936,3.458037637,189.2118099,340.5361166,8.812997293,2.409429502,-4.703817732,-4.728195632,0.31843859,0.646996975,0.210473537,0.007234871,0.130544245,0.543254882,0.876344107,0.882790685,0.989404321,0.826025248,0.969949603,0.373986423,0.791339755,97.66722416,-0.202046876,1.766393901,0.99999392,0.777358174,0.808574378,0.021664457,0.590378523,0.977516294,0.620648921,0.943033278,0.200858325,0.003185765,0.789546967,0.000457657,0.252767682,0.573960423,4.683900664,0.884392571,1.211020291,4.124356179,4.988637069,4.696766422,0.075414702,0.444945663,0.709994793,0.584922493,0.437580764,0.643226445,0.456159651,0.683047891,0.355598032,0.986595571,0.776245117,0.451262593,0.168057263,0.087257124,0.184689999,0.163109973,0.94253546,0.073518202,0.206690446,0.447163671,0.663962364,0.047987524,0.005841935,0.109852307,0.715940475,0.065171592,0.171629637,0.64892149,0.083894454,0.195847109,0.938124716,0.163166866
Flavonols,344.09,334.6547332,1.028194034,7,2,98.36,4,3,10,7,0,18,0.222222222,0,0,0.751,2.365,0.167,19,1.215,0,0,0,0,-4.367254072,2.707675674,2.689865313,185.4279907,312.6524504,7.08537548,4.221921072,-5.115484572,-4.757506691,0.109131359,0.919315338,0.364592701,0.065982103,0.042241395,0.249033272,0.975592913,0.157473072,0.910747647,0.947851181,0.967156768,0.036717325,0.821666956,97.38959744,-0.567848569,2.145007478,0.898666978,0.998139977,0.109581858,0.459205985,0.895787954,0.595631242,8.06E-05,0.993497014,0.700825155,0.041048769,0.007080226,1.91E-05,0.999928474,0.996286392,4.487554332,0.940234173,1.097773187,3.881896011,4.625947541,4.207107784,0.104851171,0.47955367,0.827812493,0.540142238,0.352874458,0.513552547,0.579336107,0.781214416,0.472087085,0.977439523,0.719990432,0.408934295,0.169394732,0.152105346,0.253500819,0.152066305,0.487703472,0.08172287,0.196026146,0.376227587,0.980521679,0.329906315,0.160520211,0.686761856,0.804401815,0.107657798,0.103818364,0.669588149,0.319277018,0.577736199,0.978381276,0.881374061
Flavones,492.13,456.5293351,1.077981111,12,6,188.51,6,4,10,12,0,24,0.25,5,0,0.272,3.99,0.348,89.71,1.909,1,0,1,0,-2.877324757,0.727619251,-0.250594888,209.5571784,353.4019114,6.365621797,5.267294379,-6.206094668,-5.320880736,0.830207705,0.000137466,0.672722578,0.856571272,0.581214786,0.985288343,0.999092741,0.291305006,0.99174881,0.982617557,0.361449748,0.001287364,0.970169783,78.2551988,-0.121830225,19.51569009,0.17304872,0.011020549,9.90E-07,0.003738181,3.57E-05,0.99693346,0.000110246,0.998794317,0.391473651,5.81E-06,0.002046858,2.50E-13,0.984995306,0.009613818,3.017578169,2.890857388,0.34357163,2.88884237,4.564647245,3.504413803,0.053870533,0.33359462,0.804231763,0.590211272,0.303566128,0.486688852,0.221444473,0.588245928,2.37E-05,0.505603194,0.172696859,0.480160981,0.059480485,0.751360595,0.061812304,0.036860745,0.573056877,0.093383245,0.103265822,0.710252762,0.202479571,0.220552295,0.015384471,0.01178877,0.04798919,0.002204775,2.56E-05,0.551460147,0.004223614,0.108625233,0.151997581,0.243543148
Flavonols,354.11,357.8200178,0.989631609,6,4,111.13,3,3,10,6,0,19,0.157894737,0,0,0.533,2.768,0.15,20,2.025,0,0,0,0,-4.527207456,2.949036222,3.645912572,238.220769,347.8883163,7.042099528,3.797894808,-5.418097578,-4.85517546,0.672487617,0.356996208,0.049546119,0.320465624,0.945044979,0.999770384,0.999912091,0.74334228,0.997973144,0.999706805,0.543531239,6.08E-05,0.780932546,96.57628822,-0.095726488,3.094666808,0.948099196,0.08362636,0.999986172,0.534239948,0.999986529,0.251856804,0.015484999,0.99931705,0.393826783,0.000939829,0.999860287,5.30E-07,1,0.999997973,5.990033091,1.294335871,1.595697858,4.598663158,5.544832013,5.188242564,0.054869622,0.487754226,0.803373754,0.667788148,0.698100388,0.763827205,0.876731455,0.621973991,0.038828969,0.983830392,0.882166743,0.48533693,0.072875403,0.191818327,0.084013693,0.138119295,0.982218206,0.058600605,0.433074445,0.717068136,0.968762577,0.054806005,0.126684055,0.582288504,0.860826612,0.553213716,0.820754766,0.950054646,0.234911785,0.758129954,0.998248816,0.748117208
Flavones,270.05,265.1863236,1.0183406,5,3,90.9,1,3,10,5,0,18,0.055555556,0,0,0.591,2.249,0,17,1.265,0,0,0,0,-4.036610975,2.538742438,2.632106786,251.2438549,379.3683556,7.060300765,2.758311787,-4.773967435,-4.748392326,0.729015589,0.293225825,0.062833138,0.01074177,0.436735749,0.923287883,0.972329255,0.884250045,0.979056835,0.919743001,0.836096108,0.098737977,0.961892962,98.81487287,-0.541670236,0.564639749,0.999751508,0.010705286,0.004764918,2.13E-06,7.09E-05,0.706619382,0.000168876,0.94728893,0.998138547,4.85E-06,0.021432025,2.67E-11,0.998834431,0.322150946,9.403964455,1.230123339,1.132844973,3.859429523,4.801427927,4.46861638,0.097330056,0.695522964,0.894160211,0.657153189,0.45161432,0.798581421,0.979637444,0.635752499,0.425497383,0.99441576,0.597498953,0.415150732,0.010688644,0.308033228,0.053262971,0.014823263,0.977108657,0.009599428,0.759234667,0.387502789,0.972670138,0.250742882,0.174917161,0.56452924,0.661289811,0.412575871,0.4563061,0.932627141,0.081471942,0.791709483,0.989334881,0.727083266
Cinnamic acids and derivatives,104.06,127.822046,0.814100566,0,0,0,1,1,6,0,0,7,0.142857143,0,0,0.513,1.553,0,4,0.152,0,1,0,1,-2.715880521,2.760431483,3.06584145,-55.74699187,151.6967878,10.51537613,5.745238786,-4.628739678,-4.69046839,0.125294447,0.51607734,0.04564837,0.021391451,0.326109648,0.585929781,0.682480067,0.881076694,0.896678329,0.621484101,0.596348345,0.596234441,0.283312172,93.64428106,0.214065397,6.969847759,0.972130656,0.073368564,0.702811658,0.689033389,0.254513174,0.996017158,0.017834818,0.411284178,0.011225131,0.000192445,0.900903404,0.998455644,0.999939203,0.081463113,9.903714888,2.273326251,1.512474343,2.968999744,3.477918334,3.711403101,0.144099936,0.715236247,0.136098742,0.422145814,0.418491185,0.109248847,0.950871766,0.616029024,0.998041391,0.999097586,0.544552147,0.329416841,0.915832818,0.286965787,0.212347806,0.179594234,0.040949084,0.037044149,0.171943277,0.076330833,0.000124832,1.96E-05,2.23E-06,2.10E-05,0.010883641,0.000171591,3.26E-06,0.017787436,1.56E-06,0.000242581,0.000824171,4.53E-05
Flavonols,360.08,343.4449602,1.048435825,8,3,118.59,4,3,10,8,0,18,0.222222222,0,0,0.65,2.561,0.167,20,1.424,0,0,0,0,-3.642166326,2.116806053,2.120560598,211.5262028,333.3751421,6.38545449,4.437782796,-5.20370118,-4.788633401,0.174803585,0.632922113,0.334280401,0.046706975,0.064122796,0.465606153,0.996120144,0.306366861,0.955318391,0.941563129,0.854478419,0.015391472,0.870611191,97.24789927,-0.60475439,2.823631595,0.982326329,0.99900192,0.285285741,0.068973966,0.522735417,0.801003218,7.46E-05,0.987939596,0.868365049,0.030899761,0.064607352,8.64E-06,0.998032868,0.993105471,3.015924542,1.502683401,0.77264236,3.497155079,4.361555493,3.884065874,0.068249248,0.491798341,0.613413453,0.481929094,0.368247002,0.493755996,0.768599868,0.704822838,0.545695305,0.986159027,0.697532058,0.406596392,0.11749468,0.161274582,0.189860106,0.113282524,0.44483757,0.096511923,0.261324108,0.382273167,0.985131919,0.112459838,0.047533602,0.511924803,0.510502219,0.026580835,0.031814441,0.625105023,0.082109541,0.754310608,0.994234979,0.850993574
Flavonols,318.04,291.5570045,1.090832994,8,6,151.59,1,3,10,8,0,18,0.055555556,0,1,0.371,2.733,0,20,1.698,0,0,0,0,-3.442944828,1.082597217,1.115211661,367.9726848,415.258178,6.263342114,1.438171675,-6.453767402,-4.921938387,0.802631378,0.020515971,0.134826198,0.318059921,0.559783876,0.993408364,0.998276943,0.876393855,0.996716559,0.993010819,0.136009216,0.000454077,0.793854654,97.23073304,-0.851366377,2.265440697,0.99929297,0.326380581,0.002221005,3.85E-07,0.995218813,0.004364188,0.000198649,0.997719586,0.998531342,4.98E-11,1.27E-05,7.00E-16,0.999999762,0.996453643,6.77493043,1.629168859,0.980112928,3.600899033,4.384491244,3.893923877,0.040222973,0.705656052,0.839328051,0.657129467,0.443332583,0.864024997,0.995917499,0.501711786,0.493143857,0.998903275,0.652477503,0.325381428,0.000876808,0.473624498,0.014666163,0.003110142,0.994630218,0.00725507,0.938488781,0.489190072,0.964158058,0.133203611,0.071753889,0.643166542,0.786587954,0.575115621,0.477612913,0.899284422,0.039699521,0.843429923,0.996692419,0.916261733
Isoquinoline alkaloids,353.13,342.2665514,1.031739732,6,1,60.39,0,6,24,6,0,29,0,3,1,0.784,3.87,0.4,105,1.494,0,0,0,0,-2.967210724,1.931341373,1.706247194,207.4674432,302.2717048,9.569235261,7.892689024,-4.816584142,-4.727015028,0.547537625,0.000376363,0.050786193,1.23E-05,0.001484454,9.54E-06,0.638253808,0.109550007,0.766601384,0.000478738,0.995724678,0.997351646,0.950482011,69.64727252,0.400685284,30.43959104,0.999468863,0.999991775,0.087536067,0.999677658,0.000266492,0.995449841,0.999997377,0.999990821,0.999056637,0.608394265,0.943601727,0.966167033,1.94E-08,0.01946911,6.740763558,1.817907977,1.131888605,3.563425389,5.811419505,4.465217555,0.340938091,0.674519122,0.549860775,0.828245938,0.573273718,0.848894536,0.12740092,0.955867708,3.47E-05,0.086304754,0.838435292,0.595686495,0.763783336,0.861900508,0.265133828,0.300647706,0.807441473,0.080097936,0.133410081,0.589665473,0.992568672,0.177826911,0.163587213,0.016589094,0.109057829,0.001423477,1.50E-05,0.131911084,0.058913562,0.063261822,0.185535833,0.937389135
Isoquinoline alkaloids,467.3,488.4931094,0.956615336,5,2,62.16,5,8,3,5,0,28,0.178571429,7,1,0.687,6.456,0.793,205.962,1.557,0,1,1,0,-4.719781816,3.486850404,3.989751718,220.3666239,332.8722699,9.945146728,8.215819758,-4.935768966,-4.831284625,0.127780065,0.000985805,0.834870279,0.008007944,0.728789002,0.944135603,0.999313914,0.748598337,0.914982319,0.07930395,0.101413906,0.796457708,0.975685,79.13945869,0.617530941,19.04256614,3.51E-08,0.942296922,0.000269169,0.970565259,0.476074785,0.00215653,0.863579452,0.997585297,0.274634987,0.999917984,0.048960846,5.17E-05,0.420926124,0.926956654,13.58975882,1.09148277,2.16574451,4.942349148,6.14836038,5.647860214,0.660445452,0.772797823,0.003483934,0.568181396,0.606713235,0.938508987,0.62740773,0.384143621,1.11E-06,0.00213965,0.961442053,0.592191637,0.139258981,0.941132128,0.081022784,0.197425276,0.260516584,0.055085741,0.240526363,0.826985955,0.003117306,5.07E-05,4.97E-06,4.31E-06,0.130540594,0.000152239,2.30E-05,0.002039604,1.77E-05,0.858424842,0.033337347,0.00028994
Flavonols,360.08,343.4449602,1.048435825,8,3,118.59,4,3,10,8,0,18,0.222222222,0,1,0.65,2.497,0.167,20,1.354,0,0,0,0,-3.789668759,1.889290853,1.776881963,224.4335812,333.4691061,5.964557329,3.372031791,-5.306036259,-4.827703309,0.086825103,0.925548494,0.071683675,0.476737738,0.058477998,0.642716855,0.989841419,0.992314637,0.999887228,0.989309072,0.698817849,0.000457822,0.834375799,97.80115598,-0.689848797,2.48376692,0.983215511,0.90572238,0.615302801,0.021026548,0.767845154,0.965287924,0.000483116,0.826224506,0.08884459,0.097289383,0.003708401,5.09E-05,0.899657309,0.977457881,4.085553994,1.733718001,0.864176781,3.647359086,4.556671554,4.081565283,0.091540016,0.473016232,0.77526021,0.469218254,0.426695257,0.45668149,0.588091493,0.706834018,0.422360152,0.980824351,0.690021932,0.444633186,0.168310359,0.17797482,0.267230213,0.139100805,0.309025496,0.093870036,0.184318274,0.291735917,0.983125627,0.216100112,0.121073008,0.334350407,0.551097572,0.046348501,0.139560983,0.732832849,0.682555795,0.90691328,0.991836488,0.9396137
Anthraquinones and anthrones,240.04,239.1001115,1.003930941,4,2,74.6,0,3,14,4,0,18,0,0,0,0.629,2.08,0,34,0.659,0,1,0,0,-6.193097794,2.953007037,3.239101727,346.5711857,460.7866132,8.571079602,0.726070663,-4.924816519,-4.731475122,0.860879064,0.058197711,0.072985657,0.077745259,0.050816655,0.481496215,0.904165469,0.331967443,0.624925315,0.244447038,0.062831946,0.000569661,0.177109584,92.70880647,0.078143789,9.380958892,0.996753752,0.90493077,0.116798498,0.091735788,0.145344436,7.28E-05,0.251851082,5.59E-07,0.784515798,1.51E-05,0.001811999,3.03E-07,0.991365075,0.762821376,13.41046329,1.084513887,1.264039671,3.962822567,4.618883727,4.156021288,0.138104722,0.649101913,0.494083673,0.770962358,0.354234666,0.503458142,0.836805463,0.864063799,0.056805138,0.996716559,0.578781188,0.635637641,0.550844491,0.228560463,0.399705797,0.157480404,0.846218824,0.07901103,0.456605077,0.689746737,0.984826565,0.309762478,0.210749552,0.542864084,0.999949336,0.999061048,0.020445623,0.97921592,0.915396452,0.125962049,0.99955982,0.989768207
Flavones,284.07,282.4823089,1.005620498,5,2,79.9,2,3,10,5,0,18,0.111111111,0,0,0.756,2.168,0.062,17,1.145,0,0,0,0,-4.368339861,2.650608566,2.816171503,263.4757091,377.8900589,8.163794389,3.910577277,-4.827937164,-4.77426968,0.28221795,0.156075656,0.097971141,0.0185197,0.344119489,0.585212648,0.96240693,0.989992678,0.99833858,0.912440538,0.865829825,0.014007841,0.641695023,95.9532521,-0.269923723,4.271154151,0.999976277,0.122130275,0.890091717,0.003723067,0.02363194,0.893574536,0.670254648,0.997068822,0.99943012,1.14E-05,0.068688422,2.08E-07,0.997028053,0.690279841,6.914142632,0.969695786,1.249944692,3.79502495,4.359293878,3.962135447,0.124089248,0.523368716,0.858854353,0.631404161,0.49499622,0.787736773,0.472598791,0.812830448,0.319213837,0.993803382,0.768960178,0.432199925,0.09990637,0.09059567,0.112594053,0.055953939,0.918269157,0.055970084,0.24947308,0.695847213,0.986759901,0.79323101,0.32152909,0.925390065,0.998089373,0.982801616,0.668451428,0.98548764,0.990632892,0.49267906,0.998588264,0.992633641
Anthraquinones and anthrones,256.07,259.0325556,0.988562999,4,4,80.92,0,3,14,4,0,16,0,0,1,0.466,2.567,0.067,18,1.164,0,0,0,0,-2.738921147,2.38283863,2.724978184,201.8425802,298.7601705,6.715766067,4.897184499,-5.340388331,-4.876567334,0.543853939,0.005705149,0.137003094,0.006397069,0.616585702,0.806582972,0.988165708,0.979061306,0.976054311,0.112091251,0.102756575,0.287771225,0.565413237,91.76921237,-0.142284943,10.24962629,0.997381151,0.998506725,0.946634173,0.010407642,0.041970752,0.983236492,0.999886513,0.99959296,0.964582324,0.750278115,0.998352528,8.87E-07,0.999855876,0.914517581,2.576773976,1.397331701,1.099396,3.81820764,4.576581708,4.108028455,0.041996352,0.522239864,0.463659585,0.742295265,0.465044379,0.797216415,0.887055099,0.521780014,0.048839249,0.996491492,0.974858642,0.620103061,0.176027015,0.27473256,0.134628907,0.385306776,0.896108389,0.196025491,0.76298064,0.763956249,0.894798219,0.233276755,0.13989979,0.350327045,0.884278893,0.251385391,0.931303084,0.900833964,0.249939218,0.575574875,0.997914732,0.736888528
Flavones,360.08,343.4449602,1.048435825,8,3,118.59,4,3,10,8,0,18,0.222222222,0,0,0.65,2.596,0.167,20,1.411,0,0,0,0,-4.245350606,2.220708898,2.110323817,222.2412337,349.0846907,7.289435712,4.121651859,-5.19667791,-4.804194415,0.068808734,0.489579499,0.263039351,0.008373141,0.154526234,0.380363941,0.966488156,0.978550196,0.996662259,0.982752025,0.822484732,0.029701883,0.950553477,95.81603994,-0.508943669,4.92746346,0.999883056,0.752956748,0.888564646,0.199487731,0.255980313,0.862998545,0.003859761,0.995749354,0.632110834,0.023701286,0.038106147,3.67E-05,0.917160213,0.728684425,3.892531547,1.631878149,0.871178084,3.524289353,4.276520374,3.817591959,0.082145952,0.513433516,0.699740887,0.475963771,0.399357527,0.463856936,0.810700297,0.644687653,0.342527986,0.974949181,0.716527998,0.422248155,0.149366155,0.180089995,0.237425372,0.134128362,0.405887634,0.087267801,0.302960098,0.443472981,0.950388193,0.201441705,0.259664059,0.387753218,0.214847788,0.034151703,0.125309959,0.67856741,0.305742741,0.81638211,0.989373744,0.91303277
Isoquinoline alkaloids,285.14,286.6275187,0.994810273,4,2,50.72,1,5,0,4,0,22,0.045454545,5,1,0.76,5.344,0.529,120,2.403,0,0,0,0,-2.164532616,0.754917766,0.246555589,230.763741,302.2293358,10.16426664,7.735660754,-4.433259369,-4.950190852,0.368709207,0.0064902,0.827511787,0.002455413,0.015426576,0.216969311,0.266753972,0.024527263,0.126268327,0.016799614,0.313102007,0.988104045,0.840481937,23.15819109,0.453194476,70.06398379,0.06014109,0.949377656,0.000200399,0.931098402,1.70E-05,0.031033484,0.797368407,0.379373044,0.146017164,0.083604179,0.000116418,0.768724501,5.21E-05,0.0169103,11.66825576,2.303329231,0.665994996,3.296355794,4.971210308,4.110828351,0.241841108,0.490417659,0.343827039,0.574006438,0.699790478,0.567909718,0.279829174,0.306244433,0.001811456,0.250259578,0.911636293,0.679277301,0.80191499,0.759541392,0.22357364,0.595822692,0.529838085,0.058612429,0.076662064,0.21178712,0.116500147,0.055441953,0.00770849,0.05809696,0.171666175,0.013000173,0.000399559,0.010754961,0.026781963,0.107703201,0.043002289,0.073633321
