np_classifier_class,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-human,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Cinnamic acids and derivatives,516.13,491.7683877,1.049538793,12,7,211.28,9,3,6,12,0,23,0.391304348,4,0,0.156,4.141,0.24,81.29,1.642,1,0,1,1,-3.509451833,1.483135224,1.629558681,249.8921134,323.6723205,5.706820777,4.268199313,-6.658832823,-4.979306574,0.999971986,2.48E-09,0.022988977,0.928629994,0.999714387,0.999940666,0.999989228,0.988281548,0.999883294,0.003069624,1.05E-05,9.58E-05,0.939338446,63.73459206,0.018780077,32.08485206,1.27E-09,4.89E-10,2.06E-08,3.64E-09,1.19E-06,0.000713165,5.51E-08,9.11E-08,0.24911648,2.04E-07,0.000502474,8.66E-18,0.977663636,0.00052902,3.372921984,3.020250553,0.54821098,3.341346667,4.685323573,4.362104352,0.047311518,0.413469821,0.18191883,0.418985933,0.208233446,0.852680862,0.999676228,0.028586917,2.57E-05,0.129296467,0.109272182,0.426431298,0.030385591,0.967398703,0.002659126,0.448927104,0.38439849,0.016717255,0.833262682,0.508318484,0.007323184,0.042284735,0.56841898,0.000544034,0.58068198,0.026140418,0.391050339,0.55577451,0.187382057,0.488672554,0.026882462,0.406273097
Cinnamic acids and derivatives,478.15,456.2955671,1.047895343,11,7,186.37,9,3,6,11,0,20,0.45,5,0,0.155,3.899,0.348,69.774,1.516,1,0,1,0,-2.905901147,1.236117651,0.750724225,192.8338946,318.8043533,7.037878294,6.175064382,-6.18110594,-5.209921347,0.997682452,1.23E-05,0.097620994,0.985140015,0.999790016,0.999973855,0.999970382,0.577872634,0.990267098,0.054213911,0.003991825,0.002804752,0.443636537,65.99853468,-0.337470357,31.5641475,0.000554599,0.000130761,4.49E-06,5.26E-05,0.000481864,0.044160109,8.15E-07,6.12E-05,0.940454185,1.96E-07,0.613886118,1.03E-13,0.999958992,0.980379939,8.348578924,2.070818588,0.719439244,3.382951069,4.986603365,4.417097836,0.143620327,0.865590513,0.384462893,0.839042306,0.207456902,0.685345948,0.998878539,0.091618627,2.69E-05,0.251552194,0.024264544,0.351106882,0.036065131,0.971072316,0.00944743,0.040750585,0.575626194,0.018260064,0.928713262,0.7112993,0.692441106,0.11156588,0.451103747,0.193508625,0.396381378,0.845113695,0.020262944,0.889730692,0.080569223,0.540696144,0.507009089,0.634173572
Flavonols,388.12,378.0369306,1.026672181,8,1,96.59,6,3,10,8,0,18,0.333333333,0,0,0.688,2.362,0.25,20,1.03,0,0,0,0,-3.663702115,2.431637245,2.170610277,162.5122816,317.0593196,7.158283346,4.909357703,-5.004713596,-4.691586117,0.011810834,0.996660352,0.15944767,0.327347577,0.012052953,0.061786532,0.956345625,0.305268019,0.989910662,0.989728808,0.999339759,0.007877676,0.836682022,96.93100464,-0.38567496,2.438733058,0.313299507,0.978904068,0.039566766,0.270862132,0.154764727,0.339167953,1.40E-05,0.938457847,0.427256942,0.942960978,0.01154715,0.001385351,0.914804757,0.832758069,6.081099904,1.537162254,1.573597183,3.637746697,4.607334037,4.017719298,0.110112242,0.483535051,0.725720882,0.424653381,0.376196921,0.351268232,0.50635916,0.794846356,0.64152658,0.956173897,0.641251683,0.447843939,0.409331709,0.183575884,0.422952294,0.218990773,0.180320024,0.099093333,0.099555396,0.266381174,0.985624075,0.562615335,0.083264381,0.16140157,0.623761535,0.012004137,0.007174432,0.445039392,0.766661108,0.3360129,0.906630516,0.869155943
Flavonols,346.07,326.1489749,1.061079527,8,4,129.59,3,3,10,8,0,18,0.166666667,0,0,0.532,2.663,0.118,20,1.658,0,0,0,0,-3.714086132,1.879495899,1.940766338,266.2422839,351.219132,7.244238232,4.432661951,-5.204280975,-4.816564063,0.476978958,0.040792547,0.087679006,0.01507616,0.517360091,0.870760456,0.996732428,0.205544457,0.946030319,0.901167631,0.894914567,0.03784246,0.960892856,97.17446141,-0.62311951,2.19000765,0.996276915,0.773303807,0.005102437,0.004567538,0.007729212,0.064864226,0.000328202,0.86141187,0.9832744,0.000529491,0.418429762,1.83E-06,0.938128471,0.868661344,5.820791535,1.832364441,1.141243143,3.660740253,4.450269224,4.009435735,0.039096721,0.548954964,0.711056888,0.530852854,0.451131314,0.537191391,0.904368579,0.558790386,0.165351644,0.98320365,0.696960032,0.336077482,0.020507056,0.262400836,0.083526276,0.039964024,0.838131905,0.046384554,0.647094131,0.397300988,0.991898298,0.35293147,0.304409623,0.715795755,0.832308888,0.684856594,0.234159112,0.905928612,0.23560223,0.90599817,0.99161154,0.869731009
Anthraquinones and anthrones,252.04,253.7596377,0.99322336,4,1,71.44,1,3,14,4,0,19,0.052631579,0,0,0.72,1.76,0,34,0.16,0,0,0,0,-3.47186939,1.918747769,2.823147687,335.0985477,389.2184704,2.945312559,-2.61237613,-4.609604948,-4.728169155,0.98014313,0.957291543,0.047492914,0.257911146,0.000938237,0.23250407,0.578572631,0.979818821,0.993546665,0.047638081,0.322262496,0.000426654,0.692353845,98.85780754,-0.908891353,0.992358277,0.998555839,0.626290262,0.478356957,0.001544689,0.224679917,8.81E-06,0.958092988,3.33E-07,0.000139019,7.55E-07,4.13E-05,6.98E-06,0.997641683,0.010721559,1.162285309,1.790785146,0.677296361,3.060087191,4.235934066,3.677140017,0.095396206,0.182587147,0.963577271,0.802511394,0.415334284,0.238244176,0.369561762,0.80375582,0.004320208,0.990268946,0.585997701,0.73374176,0.60124135,0.538982511,0.795819998,0.706391275,0.620647907,0.051934209,0.202252448,0.105918027,0.476178348,0.112296529,0.003479761,0.044647593,0.462287515,0.010449098,0.043864019,0.725350738,0.009020719,0.176825702,0.663882196,0.026765909
Isoquinoline alkaloids,299.15,303.9235039,0.984293732,4,0,38.77,1,5,0,4,0,23,0.043478261,4,1,0.794,4.888,0.611,124.759,1.736,0,0,0,0,-2.029685823,1.363253411,1.322710846,135.3577099,287.5699775,9.799945898,8.329550161,-4.387397643,-4.821039627,0.011192006,0.118723318,0.006810785,0.000100493,0.006607115,0.000724375,0.123680413,0.040344618,0.230428055,0.010801582,0.896695793,0.995155215,0.919444323,24.60310048,0.430700982,69.46041962,3.79E-05,0.679316163,0.000869639,0.999932647,0.000113131,0.913427353,0.010734788,0.720519483,0.009740299,0.905938506,0.001849232,0.992366731,0.000129567,0.111173123,8.805511124,4.708092603,0.97825787,3.722366933,5.049112233,4.561017317,0.31629622,0.570092976,0.052330203,0.637358665,0.642202377,0.810433149,0.473852545,0.650939703,0.000107382,0.057014685,0.881963015,0.576159358,0.614081025,0.782259107,0.210651129,0.185074121,0.738364041,0.0501174,0.057191595,0.419566095,0.006838785,0.220752046,0.001653513,0.001458651,0.026837848,8.48E-05,1.11E-05,0.000730513,0.008148398,0.001601839,2.27E-05,0.021154413
Isoquinoline alkaloids,301.17,306.5599628,0.982417917,4,1,41.93,1,5,0,4,0,22,0.045454545,5,1,0.858,5.017,0.667,126,1.974,0,0,0,0,-1.854609888,1.182924868,1.489281705,150.5440638,298.695034,10.69408165,9.068476754,-4.750768329,-4.863632331,0.174387112,0.034734912,0.581682384,0.020231307,0.175200701,0.341633439,0.937972683,0.078820817,0.344844997,0.312755257,0.721963465,0.960514665,0.949869037,31.5784542,0.318315638,63.78162282,4.07E-06,0.008378416,3.33E-05,0.999581277,2.25E-05,0.810809374,0.026251389,0.965917289,0.002774656,0.707028389,3.91E-06,0.866933823,3.92E-05,0.008035947,13.85410167,4.200085049,1.155372172,3.648391571,5.375541231,4.512903588,0.473737925,0.639434755,0.037753895,0.553807676,0.649100125,0.838279188,0.257890612,0.573327661,7.90E-06,0.013103253,0.904787004,0.609859943,0.445482105,0.903696001,0.110998705,0.114174902,0.257032931,0.043873053,0.08944495,0.533454597,0.009195914,0.16829735,0.001152867,0.004892275,0.042392332,0.000788537,4.59E-05,0.002398515,0.023264425,0.014279557,0.000623719,0.038471896
Flavones,432.11,404.3569108,1.06863513,10,7,181.05,3,4,10,10,0,24,0.125,5,1,0.3,3.943,0.286,87.63,1.991,0,0,1,0,-3.481500258,0.966596028,0.25577803,243.6454576,377.3057258,5.183039914,5.133365529,-6.261233803,-5.044351417,0.999168992,1.69E-06,0.683987558,0.329347908,0.869105965,0.992629596,0.99838725,0.009026377,0.904102683,0.192428812,0.097161569,0.000614718,0.824469209,83.8095247,0.010971538,13.53936676,0.020286376,0.000116332,1.59E-08,1.13E-06,4.48E-07,0.974429131,1.85E-06,0.989435911,0.957163215,2.51E-05,0.001075782,8.22E-16,0.993842125,0.050988816,4.139180502,2.274096542,0.354358176,2.647452885,4.327550472,3.468378274,0.030955534,0.321846962,0.78148526,0.621873796,0.484811485,0.736171007,0.443868548,0.403442115,2.38E-05,0.769716561,0.296765149,0.536391497,0.03710429,0.678358912,0.036654294,0.03133161,0.959776521,0.083280385,0.264748007,0.810789824,0.350241631,0.484135836,0.032693289,0.563449144,0.979030669,0.763751447,0.014036856,0.966754138,0.227196708,0.017489757,0.976662278,0.903676152
Anthraquinones and anthrones,862.2,800.1573626,1.077538045,20,14,354.28,9,8,14,20,0,46,0.195652174,10,1,0.088,5.249,0.286,182,0.994,1,0,1,1,-2.911462497,1.052855206,1.073944156,270.722979,409.9587267,3.118892932,3.015506735,-6.468503529,-4.837962276,1,2.79E-12,0.988262117,0.999652945,0.828259319,0.99993447,0.999868247,7.92E-06,0.468534917,3.96E-05,3.76E-05,7.56E-07,0.997336328,66.57154724,-0.390208283,28.38459476,2.79E-18,1.89E-11,3.62E-17,1.38E-10,1.17E-09,0.427191108,9.69E-12,2.82E-05,3.28E-08,2.53E-07,1.26E-05,1.73E-20,0.782252014,5.19E-07,0.031273272,5.216333943,0.414317667,3.208734259,5.100097044,3.930668624,0.009442434,0.004530365,0.999411225,0.823823333,0.175310627,0.224966988,0.142412275,0.033975206,2.04E-16,0.000907426,0.196910873,0.952389002,0.029549189,0.999855399,0.295448214,0.948614538,0.34902668,0.09727519,0.27742362,0.164220884,0.001582937,0.236621588,0.007424071,1.87E-05,0.038048774,3.05E-06,3.17E-08,0.09561,1.58E-07,0.000151796,0.008120986,0.000218758
Isoquinoline alkaloids,357.19,376.4416865,0.948858782,5,0,40.16,6,3,10,5,0,17,0.352941176,1,0,0.791,2.583,0.429,57.6,0.61,0,0,0,0,-2.973758198,2.492222367,2.094724883,109.1621294,279.9795052,8.956617295,8.182641427,-4.506101089,-4.604809509,0.001147935,0.972370028,0.140707299,0.027519405,0.096713185,0.016860664,0.616826624,0.884918869,0.968232632,0.79926008,0.999485493,0.438176751,0.899430335,47.20050086,0.286849415,43.6774149,7.88E-05,1,0.000429356,1,0.000148016,0.986319602,0.276033968,0.99999404,0.814435661,0.999930501,0.000579353,0.999476373,0.464705348,0.864349246,8.845237785,3.426381385,1.771973803,3.742782092,5.033681239,4.197241686,0.436123103,0.704661429,0.044113781,0.456912398,0.303826004,0.72971487,0.479572207,0.673852205,0.000418323,0.190797821,0.844950259,0.461423397,0.787664592,0.738812745,0.203608692,0.170164108,0.309136987,0.058121685,0.124576785,0.406266153,0.016953152,0.048349969,6.80E-05,1.14E-05,0.01160982,6.69E-06,7.18E-08,0.001873637,2.83E-05,0.000629517,0.00037771,0.001155427
Cinnamic acids and derivatives,516.13,491.7683877,1.049538793,12,7,211.28,9,3,6,12,0,23,0.391304348,4,0,0.156,4.164,0.24,81.29,1.67,1,0,1,1,-3.445439515,1.559042682,1.621483498,239.5029591,318.0370733,5.702555463,4.018603271,-6.59776285,-5.012185731,0.999964714,6.52E-09,0.002150152,0.727186561,0.999335347,0.999748952,0.999712374,0.976091802,0.999522328,0.00012605,5.16E-05,0.000124182,0.889649749,71.92594185,0.019829221,24.37113598,4.76E-12,1.77E-14,3.78E-12,3.14E-10,2.58E-09,2.95E-05,5.96E-09,1.93E-11,1.49E-06,1.87E-11,0.001085702,7.40E-19,0.999904037,6.99E-06,3.824037314,3.083342591,0.576860825,3.248873117,4.652179072,4.260052641,0.053033005,0.421679735,0.355985224,0.500477254,0.175347686,0.78758198,0.999330997,0.027659709,8.34E-06,0.131402731,0.041131429,0.302812427,0.037829168,0.954299986,0.002622341,0.263201386,0.286659598,0.016255219,0.698979259,0.448801577,0.010602234,0.143226892,0.508773685,0.004945641,0.354693621,0.019232595,0.085982054,0.549475491,0.055797841,0.150344357,0.013952371,0.282736003
Flavonols,404.11,386.8271576,1.044678462,9,2,116.82,6,3,10,9,0,18,0.333333333,0,0,0.639,2.651,0.25,21,1.373,0,0,1,0,-3.391314774,2.249726361,2.084996091,160.9180382,296.8409319,5.993808595,4.815557472,-5.226761891,-4.768297253,0.209601283,0.540308774,0.12805526,0.017047286,0.08394146,0.156581283,0.986239947,0.186603189,0.954731405,0.766611576,0.969500184,0.143687978,0.989906251,96.04260577,-0.545434448,3.260107526,0.742229581,0.988722444,0.145613134,0.208003864,0.542661667,0.434946775,0.001298164,0.129350781,0.563603818,0.994253933,0.77641958,0.002834191,0.979496062,0.935881793,3.811061999,1.691775191,1.147746027,3.437090503,4.547519431,3.871343852,0.08088465,0.525638103,0.679811299,0.33344385,0.347727358,0.342224389,0.717150211,0.757119596,0.229731396,0.890742421,0.695767939,0.425133318,0.343998939,0.214090765,0.382272512,0.224575877,0.147618294,0.169008687,0.231698573,0.369746447,0.991910636,0.156397864,0.069048285,0.438669741,0.412733942,0.015758108,0.015701696,0.596941948,0.508680761,0.749478042,0.988619447,0.93328768
Isoquinoline alkaloids,562.25,579.7714188,0.969778747,7,1,61.42,2,9,0,7,0,44,0.045454545,2,1,0.251,5.892,0.314,137.261,2.045,0,1,1,1,-4.747378127,3.372969949,3.755860549,235.4715761,378.6844019,13.39630478,8.24506584,-4.937494126,-4.779870291,0.028831815,0.621614933,0.639004707,0.000353813,0.031926692,0.136751831,0.908082642,0.206470653,0.826541603,0.373299897,0.99935931,0.974285185,0.962988138,76.64046413,0.519184263,23.46636119,8.00E-05,0.999508023,0.000181767,0.999474943,3.94E-06,0.29970625,0.055413172,0.999877334,0.007848419,0.996262252,0.006914923,0.861928046,2.49E-05,0.134629637,8.097292912,2.510427775,1.9242956,4.472105054,6.106509137,5.401556888,0.928858876,0.863015771,0.066496409,0.828584135,0.794037402,0.938355803,0.959012628,0.637493908,5.08E-07,0.002976641,0.962119579,0.634174526,0.771354139,0.897982121,0.104335941,0.386465013,0.134962797,0.076371536,0.172209099,0.718575776,0.659969032,0.030383155,1.95E-05,0.00754842,0.02017016,5.86E-05,2.04E-07,0.004957633,0.000127621,0.014047035,0.004121231,0.022036571
Cinnamic acids and derivatives,516.13,491.7683877,1.049538793,12,7,211.28,9,3,6,12,0,23,0.391304348,2,1,0.156,3.829,0.24,81.29,1.349,1,0,1,1,-3.264303645,1.516474459,1.518235187,236.6672793,314.891937,5.665902113,4.264332582,-6.691169981,-5.073725005,0.99976331,3.52E-08,0.019119261,0.864308536,0.999761209,0.999907994,0.999949771,0.976916611,0.999751985,0.006200073,3.98E-05,0.000364733,0.918832481,68.34800252,0.924033121,33.66889001,3.67E-11,9.00E-19,3.63E-08,4.51E-09,8.36E-07,1.04E-09,6.86E-06,1.10E-15,0.006675976,8.82E-10,0.962695301,4.17E-17,1,6.63E-05,2.909249733,3.190201238,0.601048562,3.373760572,4.659387249,4.389425282,0.034468431,0.352576196,0.168203712,0.471769273,0.20939298,0.859912694,0.999907255,0.026190961,2.31E-05,0.098007411,0.122289672,0.46832943,0.034051325,0.962151825,0.003856686,0.596691549,0.300349653,0.020772565,0.816640675,0.477486074,0.009785512,0.081282824,0.704190731,0.002482635,0.590512812,0.044343289,0.181489825,0.487024188,0.209284246,0.442305833,0.034684062,0.306873262
Cinnamic acids and derivatives,360.08,349.3649602,1.030670047,8,5,144.52,7,2,6,8,0,15,0.466666667,1,0,0.298,2.903,0.111,30,1.128,0,0,0,0,-2.794525465,1.782547043,1.879400691,200.162895,281.2637132,4.920787372,3.531583467,-6.6461889,-4.931821404,0.99253732,1.91E-08,0.000607707,0.017915547,0.934652328,0.860408694,0.99596493,0.999083281,0.999846578,4.99E-05,0.000645542,7.07E-05,0.578507304,73.79412813,-0.344760624,14.97396423,0.000202263,1.20E-06,3.60E-08,2.51E-05,2.26E-06,0.064502381,6.72E-07,2.13E-05,0.001681251,4.88E-06,0.053665884,9.58E-09,0.484260023,0.026132431,16.46921582,1.964844175,0.902141986,3.724060008,4.763666436,4.511697938,0.051936902,0.439311683,0.595484018,0.42508325,0.162200078,0.59664166,0.999830008,0.083886631,0.010775242,0.939246416,0.246076375,0.367486984,0.020336846,0.912466049,0.010330239,0.110288419,0.728822827,0.007482493,0.836438298,0.207261682,0.059776042,0.368006766,0.659052312,0.037929244,0.032256551,0.013433998,0.394536793,0.23670058,0.001297303,0.003116057,0.018355438,0.033222605
Anthraquinones and anthrones,240.04,239.1001115,1.003930941,4,2,74.6,0,3,14,4,0,18,0,0,0,0.629,2.052,0,34,0.816,0,1,0,0,-5.63568159,3.219856136,3.575698635,224.192336,386.1542708,7.895636966,1.328361121,-4.822199232,-4.751261046,0.805235207,0.687834144,0.150889009,0.22961092,0.02272737,0.770963192,0.976119403,0.986427128,0.9986431,0.213554353,0.308154523,0.002927176,0.300108194,95.02546425,0.446665611,6.202986318,0.999326468,0.928961754,0.138070941,0.000408099,0.000757087,0.000173823,0.006136917,3.14E-05,0.000360484,0.004688509,0.014667245,9.75E-05,0.996912599,0.865665078,4.08120949,1.006177847,2.095850472,4.079725816,4.991989937,4.354161498,0.034616992,0.523778498,0.883641422,0.920099616,0.532027185,0.273218453,0.93758744,0.771058917,0.005112739,0.985195518,0.919097066,0.569608212,0.215792254,0.299586207,0.669594765,0.579872608,0.846729875,0.265124232,0.864234567,0.457032681,0.897160947,0.017414892,0.006256788,0.757838726,0.967714846,0.343486369,0.183098882,0.97845459,0.024982277,0.112376921,0.998122871,0.598465741
Flavonols,610.15,552.3177249,1.104708345,16,10,269.43,6,5,10,16,0,30,0.2,10,1,0.14,4.783,0.444,122.949,2.015,1,0,1,1,-3.602960364,0.521689942,-0.026972008,248.9913635,449.1299176,5.301267221,4.642841292,-6.307265066,-4.995552132,0.999927044,6.61E-08,0.959106445,0.973631246,0.938769784,0.999745516,0.999977029,0.001165664,0.940915585,0.793170691,0.004258684,8.02E-06,0.829553723,81.74067743,-0.150673473,19.66417897,2.13E-11,1.74E-06,3.27E-14,4.72E-06,5.79E-09,0.022658234,2.68E-11,2.04E-05,0.000634364,4.24E-07,4.94E-08,8.92E-14,0.98031038,0.004901948,2.050404413,3.878082033,0.471085009,2.984813692,4.910832188,3.881916346,0.029023003,0.613953292,0.811594307,0.7527408,0.414786786,0.635844946,0.468621284,0.111028835,2.62E-07,0.165480092,0.030391922,0.290936768,0.023531664,0.956821799,0.004509405,0.004475417,0.9239645,0.033853609,0.424326181,0.865306318,0.021333,0.084588818,0.000890208,4.33E-05,0.343056619,0.002762745,4.58E-07,0.018939121,5.95E-06,0.000499837,0.007292553,0.000267931
Flavones,238.06,247.6058697,0.961447321,3,1,50.44,1,3,10,3,0,18,0.055555556,0,0,0.708,1.931,0,15,0.895,0,1,0,0,-5.343152328,3.664111719,3.957698565,227.6155616,368.9085185,8.948290391,2.849670789,-4.757678093,-4.724036097,0.293712229,0.919930995,0.17923893,0.002501667,0.123464823,0.707246453,0.93423412,0.882053196,0.990806997,0.927415252,0.991082549,0.332019776,0.868020177,98.64515581,-0.398750494,0.575337203,0.999940753,0.044205468,0.925430238,0.001196559,0.046230879,0.935343981,0.358468115,0.954357445,0.785026073,0.015669061,0.779920518,1.63E-05,0.967966855,0.378847837,3.492561534,0.949217598,1.312683417,4.194968094,5.11596854,4.70159054,0.086395442,0.506183505,0.88053596,0.613646448,0.521372378,0.643690169,0.558915377,0.74294585,0.261401057,0.987000048,0.776951849,0.488553613,0.12553677,0.09471973,0.163864806,0.120773189,0.859109759,0.059021782,0.244113758,0.416207612,0.914099813,0.31349647,0.20938544,0.483126581,0.919373572,0.139011666,0.921378314,0.899390578,0.623601139,0.552933216,0.983120441,0.737047255
Isoquinoline alkaloids,287.15,289.2639776,0.992691874,4,2,52.93,0,5,0,4,0,22,0,5,1,0.758,5.122,0.647,127.286,2.281,0,0,0,0,-2.118419341,1.176630762,1.180812848,198.2555178,313.8170532,9.809450211,8.468318809,-5.395615988,-4.890557313,0.613199294,0.000220742,0.921249747,0.027669966,0.916501626,0.975958966,0.999377311,0.039319877,0.215876073,0.111751743,0.067450695,0.95331341,0.986415863,26.86687478,0.18703152,71.29232396,1.03E-05,0.010534448,1.85E-05,0.997495413,4.32E-05,0.890553594,0.005616749,0.988759995,0.002048407,0.321396649,1.13E-05,0.656470537,5.15E-05,0.00644525,23.47017235,3.059736921,0.847516152,3.469348385,5.135466632,4.27027937,0.350290895,0.633295417,0.01962718,0.548884928,0.657692611,0.824968815,0.448948681,0.48920092,1.73E-05,0.031847134,0.922085643,0.569770932,0.250599921,0.877799153,0.0642033,0.074988432,0.331685275,0.040534489,0.124246195,0.563283205,0.007875738,0.179657862,0.008809877,0.006386372,0.220121309,0.003423794,0.000418898,0.006957431,0.040482271,0.021270409,0.000813409,0.046108391
Flavones,344.09,334.6547332,1.028194034,7,2,98.36,4,3,10,7,0,18,0.222222222,0,1,0.751,2.483,0.167,19,1.347,0,0,0,0,-3.584509669,2.252703395,2.331081756,222.3657849,345.6325154,7.582137784,5.107245387,-5.107391033,-4.768518652,0.506015897,0.118419498,0.122168116,0.002341628,0.175162852,0.166366756,0.89478039,0.760993302,0.979134321,0.554881334,0.876420975,0.379235536,0.974658728,97.5369193,-0.436964353,1.797626668,0.984916866,0.033157598,0.598125577,0.010009336,0.325698227,0.026121773,0.001970067,0.81401819,0.979871929,0.534092844,0.127539217,5.36E-07,0.998903036,0.689973712,6.103819024,1.255849949,1.281872272,3.743954315,4.476446656,3.957321173,0.111620285,0.558706105,0.658039987,0.361960113,0.432519883,0.587484956,0.724079669,0.740028501,0.218838722,0.957177103,0.755196989,0.411905259,0.299133956,0.150669739,0.209209129,0.107919239,0.69077599,0.09899281,0.30227083,0.712363303,0.976948321,0.711425841,0.261750668,0.901649892,0.969792724,0.751396477,0.14534305,0.911695004,0.972314,0.47627458,0.998842597,0.989762783
